x1,x2,theta
0.08070549,-0.4946691,4.0087676
1.2645247,0.15560207,3.8766444
-1.1156646,0.40365937,0.22495702
0.55100864,-0.2286259,5.5714326
0.28663254,-0.47330782,3.8455164
-0.98527354,-0.8620176,4.274704
0.49322674,1.3915273,1.1160876
-0.37011895,-0.68054754,5.495712
-1.3140771,-0.743012,0.66584504
-0.4443636,0.25103503,3.0262876
-1.0774999,0.7743479,5.9036617
-0.43889707,1.4325984,2.0185022
0.5203355,-0.42036113,5.9986715
-1.1745286,-0.5278232,3.8195333
-0.23099066,-0.42348045,4.427973
0.21746999,0.41568103,3.9131732
-1.4212805,0.49030876,5.8425426
1.1952398,-0.519812,3.0399075
-0.1148286,-1.3655254,4.6825857
0.67249286,1.1434695,1.3085912
-0.99427944,-0.99760497,0.81200314
1.2009406,0.02289395,0.48131794
-0.7359818,-0.41817996,1.6673326
-0.050702013,0.43631026,4.4201975
-0.633772,0.23981242,0.9244916
-0.9909514,-0.47160468,4.194663
0.5532885,-0.103817664,1.8478038
0.9204644,0.19264787,1.0577348
-0.83655787,0.09061049,0.89818174
0.51461196,-1.176294,5.5116014
0.40218773,0.8052368,2.0318916
0.78263134,-1.2032621,2.1192613
0.39532423,0.49724793,5.4992466
-0.58961666,0.06417208,1.6021074
1.0949061,-0.72934157,2.701408
0.014234449,-0.5205986,3.6598675
0.434821,-0.20602976,4.8135047
-0.42236644,0.2089348,5.838192
-1.2705843,0.6555189,5.690265
-0.529131,-0.19011611,3.2604938
-0.16861138,-0.5803531,5.8094244
-0.7077927,-0.6657318,4.8944383
-0.48577705,0.18663241,1.7030613
-0.5515557,0.4378792,0.74584687
-1.0471678,0.72562236,2.7989204
-1.315019,0.28415167,3.3228085
-0.5947232,0.7671954,6.2241263
0.16171393,0.9784745,5.399967
0.517981,1.265811,1.2582687
-1.3551823,0.49575022,5.900232
-0.013792467,0.82836825,5.805671
1.3892679,-0.39648083,2.794024
-0.36111692,-0.24509631,3.8576853
0.27499413,-1.4110516,5.0485067
-0.5546616,0.1807596,1.2710717
-0.42206982,0.34758854,1.6319178
-0.28812855,-0.38249898,6.0190225
-0.22374743,1.2814962,5.286085
-1.4000151,0.6037778,5.7695446
-1.2095339,0.63500804,5.9549165
0.66225475,1.0627265,4.4976926
0.68720424,-0.17966917,4.3758583
0.4803623,0.17266226,0.13775867
0.65156513,0.10615904,1.7180163
-0.8465883,-0.25752223,1.275447
-0.93698937,0.79791015,6.1225433
0.37086308,0.16339503,6.1157484
0.9017159,-1.2013234,5.313823
-0.11456326,0.35805303,4.6159987
1.0807188,0.26863143,0.8264805
-0.16631308,0.45335695,4.9800143
0.29148918,1.0077744,5.295987
0.47017616,-0.18157402,2.841162
0.5037758,-1.3857763,1.8939993
-0.6493656,0.2802107,4.098161
-0.94397336,-0.9654108,0.998759
-0.41281572,-0.053826503,5.807159
0.49054992,-0.11386951,1.6155597
-0.0430687,0.79779077,2.9110982
0.78735745,0.67424667,1.5343575
1.528975,0.22506534,3.1874185
0.3013191,-0.59093595,0.18492484
0.4242211,-0.3310904,5.5200787
-0.25720412,0.84682447,2.9118805
0.33394626,0.41194966,5.969588
-0.030220082,0.4556932,3.9766314
0.5552131,0.16618398,2.118753
1.0585095,-0.08119743,0.58060086
-1.429082,0.04479888,0.1097594
0.041792974,0.61111605,0.07911161
-1.3765571,0.51180565,2.8366957
0.3573278,-0.14288282,5.7393007
-0.9864123,0.1761294,3.7999408
0.057630282,0.8823028,5.5920973
-0.054701336,-0.51246256,4.7851872
-0.3293944,0.54383945,2.5570438
-0.031821,-0.80497926,5.808625
1.2499784,-0.510117,3.0571358
-0.507466,-1.1911669,4.680608
0.8383864,-0.24269831,0.9175205
0.38052276,-0.3966145,3.8974955
0.7106816,0.6897874,1.5115632
-0.71005815,1.0965921,5.557045
0.43658558,0.37028572,4.0587583
-0.65838873,-0.1678406,4.796486
0.045511622,-0.922649,5.820648
0.37079677,0.13264357,0.2954617
-0.22086772,0.65576917,0.13712314
-0.27592146,-0.7944676,2.3065822
-0.4341879,1.4580736,1.7713101
0.49759808,0.082234144,3.4893832
0.10926428,-0.9286019,5.80898
-0.39244884,0.12372031,5.941765
0.4595913,-1.2980053,2.0168993
0.30284008,0.7303776,2.4329815
-0.25219986,0.30141073,1.305766
0.3282378,0.4439312,6.201677
0.45275483,0.98557454,4.926432
0.26074368,-0.4668661,1.0635453
-0.43963063,-1.3123354,4.599392
-0.4086195,0.12927434,5.9416947
0.4063521,-0.7115661,6.2044153
1.2942507,0.43442672,3.7759275
-0.73207736,-0.6486666,4.8166723
0.8354114,-1.2229396,5.3136153
1.2526733,-0.40786502,3.1353054
0.09247238,-0.37930784,1.5998008
-0.2520405,0.41535848,0.8578825
1.2497852,-0.046528347,3.673496
-0.6502306,-0.2782815,5.0234027
-0.58396035,1.0861688,2.5518675
0.7644236,-0.97045887,2.749346
-1.1504462,-0.9862457,3.9090405
0.7612746,1.2274001,0.84167725
0.4388629,-0.59239393,3.5990322
-0.895532,0.034770332,4.219853
0.3433301,-0.3601419,5.0891623
-0.25522077,-1.2844079,4.7526355
-0.98940057,-1.1690944,3.8983288
-0.30082026,-0.3176038,2.697909
-0.83249295,-1.2085185,4.252638
0.3182094,0.92266273,2.0497782
0.40537235,-0.15511256,6.00344
0.12521917,0.4253141,0.30243692
0.7072227,-0.21694565,0.98795366
0.0015813587,-0.36805856,1.929288
1.2298982,-0.37417355,3.1947563
0.350023,0.7588919,2.0710201
0.6245804,-0.30442736,0.7539115
-0.33761472,0.3352738,5.4736943
-1.2927587,0.66142386,2.753022
-1.06422,-0.557109,1.0004334
0.9210876,-0.9789672,2.19006
-0.55629736,-0.744349,4.96421
-0.31657013,-0.59394634,2.569891
0.35322303,-0.25653514,2.3433778
-0.40537733,0.090121895,5.3664846
0.29400152,0.42836514,4.607861
-0.5172018,-0.42362303,5.3473806
0.18255843,-1.2057551,5.526333
-0.23949368,-0.85025084,5.632892
-0.48457852,0.00011489522,5.423736
-1.01222,0.7025069,2.9259734
0.72480184,-0.6743703,3.2339938
-0.86109847,0.7233962,3.0553524
0.8098879,-0.10858948,1.0036793
-0.0672827,-1.3654994,4.9824347
-0.92958724,0.8723549,2.694869
-0.17196654,0.877578,2.9086766
-0.91408545,0.0534192,0.92474216
0.55295575,1.3983253,1.0555031
0.28722695,0.5092962,6.2724223
0.39278665,0.29033947,3.0791786
-0.787751,-0.85502553,1.4253154
-0.38263354,1.2571214,2.2733855
0.72760683,-0.5192462,0.2572912
0.49428448,-0.7874789,3.2404296
0.39948344,-1.3876252,2.0112724
1.0010415,-0.8362179,5.8368053
0.3763187,1.2709937,4.807216
0.2314316,0.86307234,2.2580628
0.060589388,-0.47848395,3.876576
0.093423314,0.4593195,4.794235
0.29631203,0.9399787,2.096829
0.52184093,1.3176153,4.4541726
-0.7124949,-1.2289888,1.2844992
-0.39778262,1.1904593,5.479675
1.0368528,-0.76596993,5.9344563
-0.698193,-0.6162616,1.4827864
-0.46760055,-0.115653194,5.994811
-0.24954057,-0.32529533,0.43021008
0.47784787,1.1902525,1.5817803
-1.2983133,0.59407264,5.794788
-0.98060465,-0.8318308,1.1733459
1.2997161,-0.6367652,2.8503637
0.38437933,1.4501984,1.4216111
-0.7054827,-0.8435935,1.5816892
-1.1394864,0.60057425,6.0873337
0.2442576,0.65392464,5.5455847
-0.36163715,-1.4479368,4.369376
-0.36238948,1.1223913,5.57855
0.30360818,0.35669678,0.6954678
-0.42342737,-1.2359033,1.4660486
1.4111962,-0.16553785,3.1542244
-0.39822942,-0.5030033,2.7143202
-0.07845283,0.92803085,2.3950102
-1.359624,-0.5849101,0.35882044
-0.44144627,0.13395941,5.235748
-0.63225913,-0.83574706,1.6098732
0.07776108,0.48127016,0.07162597
-0.46602228,0.30541727,4.407349
-0.4124114,-0.66646415,2.4067092
-0.83645463,-1.0176369,4.4575
0.60108477,0.16160719,1.9958799
0.41639543,-0.19734214,1.5585747
0.039308343,1.4817172,4.54021
-0.21973905,-1.0353749,5.161797
1.479967,-0.123219185,6.1830277
0.8661464,-0.3320256,0.45330968
-1.0314801,-0.98921436,0.92871004
-0.18043707,0.53949505,1.9354392
-1.1424891,-0.7443571,0.9572426
0.4485773,0.18502457,3.89756
1.0348841,-0.6732309,2.9178638
0.9755256,0.9390001,4.263638
-0.18931323,0.8871178,5.9374013
0.4489662,0.1461241,2.3851953
0.40751445,-0.1744915,1.853238
-0.26276582,0.3941999,4.504878
0.3351647,0.3688739,6.20433
1.0447083,1.0312179,0.8001343
0.44294184,-0.3255057,0.7609646
-0.54389775,-0.48007953,5.09668
1.2023406,-0.8083445,5.7987013
-0.5943313,0.056883298,0.27103898
1.2042714,0.7248858,3.81056
-0.094109215,-1.0190123,2.334964
-1.0732104,-0.808894,0.7990565
1.2183692,-0.6010347,5.980214
-1.4410797,-0.15112542,3.2111819
0.1638174,0.39571983,0.87897587
0.7307738,-0.56135005,0.3935275
-0.2760982,-0.36117756,3.3598943
-0.12535343,-0.79357576,2.4777632
0.5087175,-1.2847769,2.0026786
-1.535601,0.2953955,5.8682785
0.26662076,1.2154967,1.7311277
-1.0931329,0.7594121,5.930619
-0.99651235,-0.029442415,3.987944
-0.68102485,0.66487086,3.4009817
0.57867366,0.13757442,4.9362044
0.53231263,0.059816863,3.6879368
0.61017716,-1.420193,2.0321743
0.0037052187,1.6027822,4.6695433
0.26045755,0.45585573,1.4502909
0.18980955,-0.4692989,1.3002154
-0.11904373,1.361002,4.83609
-0.44228387,0.6248866,0.32131055
-0.18542679,1.0231941,2.5649512
-0.46485433,0.5102258,3.6892893
0.47167015,0.30657265,2.1820884
-0.37445718,0.22426546,5.121146
-0.59193283,-0.9705956,4.865405
1.3457963,-0.35916623,3.2888398
0.54599684,0.7953091,4.9996243
-0.010549248,0.9108764,5.570364
-0.44114065,0.36936513,4.364779
-0.0025816362,-1.0877503,2.2071674
0.09207204,0.9404613,5.6514025
-0.79523826,0.6895646,0.022175685
-0.30975643,-0.42017943,5.7002482
0.8790118,0.50842637,1.2595106
-0.7377317,0.12704761,1.2478702
0.64703566,0.51557195,4.994506
-0.57930374,0.24615732,4.3189
0.26712424,1.5314844,1.3534179
0.9050549,-0.13720635,3.9744785
0.41799292,0.2922732,1.2186298
0.17178114,0.4986476,4.1501284
0.45349127,-1.1614672,2.35113
0.5615408,-0.06527185,0.04760284
-0.8952379,-0.70361656,1.3035942
-0.7560905,-1.2420335,4.2957506
0.08894829,0.48982248,1.1655176
-1.3880144,-0.20157798,0.29056466
-0.2539257,-0.818326,5.5502744
-0.9707613,-0.8689657,1.0746315
-1.2371385,0.8378654,5.557682
-0.37770498,1.1258651,5.703837
1.3125441,0.5174375,0.48519146
-0.44609776,1.401037,1.7808146
0.7855032,1.1082361,1.2635231
0.3634468,-1.4261178,5.027223
0.22709025,0.60135657,2.5420415
-0.44300932,0.28952566,5.8384447
-0.43872145,-0.59754455,2.3969398
0.7338532,0.13506617,4.5694437
-0.13852938,0.5356969,3.930536
0.3896662,-1.3921098,4.959223
-0.44345924,-1.2736139,1.4227005
1.0618666,0.64446557,0.8652521
0.15333295,-0.33236632,1.4498448
0.4204473,-0.23900683,5.012422
-0.40091234,0.41243637,1.1667231
-0.46283978,-0.13462517,5.875198
0.36015773,0.33243802,5.9208617
0.11918965,0.37412915,0.46883038
-0.010564563,-0.682119,2.8671863
-0.26214615,0.42627087,4.249261
-0.3326751,0.5380159,0.5425225
0.81767553,1.1999044,1.0266118
-0.11983907,0.64600813,3.1480627
-1.2764493,-0.6851721,3.5880928
-0.10144393,-0.8839473,5.725401
-0.36061704,0.4488631,1.0436242
0.3868799,0.4497317,5.5015497
0.008153711,0.43685877,1.3557439
-0.38656977,0.20946859,5.4375496
0.47265413,-0.119363174,5.0604663
0.23289491,1.005567,5.261351
0.57994735,-0.09724916,0.13628161
-0.7494746,0.20112266,1.0233982
0.37889802,-0.3087047,1.4267186
0.15987632,0.42513758,1.2036341
0.5238421,0.113316916,6.229489
-0.23051336,-0.6765621,2.425762
-0.38078198,0.31617537,1.6099507
-0.5557338,-0.26562116,1.9389615
-0.87790626,0.4503766,0.4544924
-0.50642306,1.1561252,2.345611
-0.6961227,0.5435719,3.6924245
0.5116275,-1.4530027,1.7536404
0.6573043,-0.1381929,4.671113
0.5261117,-0.051465314,0.23224755
-0.77442294,1.0741599,2.5136044
0.57036465,0.8988428,1.8039023
-0.28824708,-0.40255392,0.99220884
-0.4726743,0.30466506,2.7963269
-0.71834517,0.8470342,2.8575501
-0.39073595,0.48071152,0.49827263
-0.2520072,-0.8280083,2.3134813
-0.61701703,-0.9951795,4.7502713
0.24087994,0.64485645,2.9928472
-0.97227114,-1.1838181,0.807263
0.09995707,-0.51669014,0.37544104
0.808497,0.04631815,1.1027659
0.538141,0.44696274,5.2477236
0.71205735,0.43387502,1.6444885
-0.051989697,0.58873487,5.238576
-0.23600075,-0.4158896,0.6757538
-0.82214534,0.8873115,2.8939312
-0.11613555,-0.88067496,5.5936255
0.33326384,-1.2647127,2.154025
-0.5833979,-1.1058353,4.59516
0.6130044,1.0303267,4.6940546
-0.22862817,0.40462103,2.4096045
-1.3666745,0.4694861,2.7214887
-0.32200664,-0.7400151,2.3180165
-0.34790707,-0.42440262,2.8227131
0.06612243,-1.2062421,2.2285979
-1.1646657,0.97795177,5.6362643
-1.2499475,-0.84906834,3.5786686
-0.350036,-0.41527462,2.3057044
-0.7493746,0.38337404,3.741155
-0.78292215,0.91396207,6.017164
-0.17062719,1.4205234,1.6999489
-0.12542187,1.3678572,1.8294032
0.10542723,-1.5597825,1.5345347
0.35176727,-1.407585,1.9745232
-0.103950985,-0.9696253,5.4871554
0.5342735,1.3231008,1.5476185
-0.7039411,-0.23955737,1.6060284
0.61192197,-0.743416,0.0007827197
0.34995523,-0.53441906,0.57237107
-0.20536032,-1.4586687,1.3293319
1.0623497,-0.15993051,0.5688998
-0.58742833,0.17070022,1.4087037
0.8316362,-0.23329158,3.788384
-0.60440826,0.37625438,3.9053543
0.9076941,-0.3827949,3.5191371
1.2876174,0.5312455,0.5760877
-0.42880937,-0.04132319,0.2230474
-1.0402768,0.49458113,3.1714497
-1.149037,0.65132993,6.034884
-1.2693378,-0.8259571,3.7153912
-0.8330647,0.086222365,1.0730062
0.39974228,1.4946876,4.387538
-0.59666276,0.24640419,0.02904714
-0.3858209,0.41181806,5.7198277
0.15940326,-0.48548838,1.575529
1.1427025,0.1631536,3.7805328
0.8168218,-0.080357835,1.0330017
0.49712148,-0.47290707,0.58294004
0.3481646,0.18451516,6.1896706
-1.1422043,-0.35970646,0.9532747
-0.38373572,0.13050936,5.476441
-1.2251263,0.3877667,3.1673918
1.0948242,0.124811634,3.9155498
0.1100238,-0.9716215,2.4653757
1.4335498,0.22647701,3.480348
-0.3873877,-0.31625137,3.6038725
-0.05977326,1.2525792,5.131379
-1.1268568,0.6813336,5.8655076
0.49987563,-0.49636808,3.801489
-0.6071215,0.5117957,0.3047034
0.09750806,1.5051506,4.603455
1.329067,0.38600317,3.5281706
0.7253647,-0.7673242,0.018327251
0.498314,-0.21794137,1.427189
-0.20312466,-0.40439904,0.3247444
0.22360781,0.61162925,6.056797
-1.152732,-0.92734176,0.85311466
1.236943,-0.4604917,3.2596185
0.4516774,-1.3208872,5.170496
-0.2608629,0.38333887,4.7043324
-0.53713167,1.003159,5.8700585
0.5347106,-0.70118964,3.1936765
0.27010757,1.359571,1.6007892
-0.55277455,-0.79162896,1.868055
0.94412327,-0.8160036,2.9051185
-0.4076549,-0.7354872,2.231348
0.54791665,0.30852643,2.119747
1.112077,-0.6762811,6.1282363
-0.115346774,-0.5123851,4.054203
0.1199628,0.49059513,3.1610696
0.82003766,-0.23713513,3.8482878
-0.526915,1.3608537,5.175909
0.07359445,-0.48702425,3.8408973
-0.031032376,0.5428615,3.6765244
-0.5340037,-0.16647212,2.174058
0.25313348,-0.7885375,3.0041704
-1.2617754,-0.84171915,3.569713
0.8866898,-0.38896552,3.5971243
0.24933718,-0.29797965,2.0582047
-1.5406046,-0.18908772,0.09054045
0.15288813,-0.35844702,1.401942
-0.27907166,0.21528171,1.6794237
0.4226524,0.13604572,0.23557018
0.07440549,-0.64384615,0.15482907
0.46480027,0.28478926,2.2600174
-1.2063936,-0.5485832,3.9569392
0.09739982,0.98138785,5.5263953
-0.25735757,0.36477318,5.1961527
1.1201836,0.15918377,0.8385437
-0.08240084,-0.45517543,4.8757615
-0.5165208,0.32591337,4.078734
1.0129852,0.6600492,1.0572375
0.6414324,1.2966465,4.3685646
-0.57468736,-1.3263136,1.3034815
0.9555249,0.21533404,4.138337
-0.6553918,-0.84864515,4.9801846
0.6548696,0.4915894,1.7017484
0.6056098,-0.27204248,0.95186543
-0.7767911,0.65318877,0.14828756
0.61285543,0.5173141,1.9664339
0.31941625,-0.2624116,5.5417433
-0.021534074,-0.49452645,0.6428481
0.76161164,0.20512399,4.4753237
-0.69538736,-0.8782192,1.5457519
-1.1194184,0.59664637,3.151516
-0.28837273,-0.76021934,5.3995366
0.13492171,-0.40094656,1.6336697
-0.24324732,-0.34586143,3.7834244
0.45762458,0.22328843,0.418312
0.12929223,0.6866591,2.5581834
0.2204811,-0.60813683,0.31106892
-0.53144723,-0.08985632,0.34444124
-0.40371028,0.11621327,2.3047905
-0.30497587,0.9156321,5.8797603
0.70541763,0.99257994,4.5408797
0.45721826,0.10473979,5.973637
0.2842627,-0.40071937,1.2354658
0.16711204,1.1569982,5.2299366
-0.14796741,-0.4497931,4.4828944
1.1692712,0.30800053,4.0601144
1.088914,-0.7485055,2.8351066
0.53962964,0.1530532,5.590073
1.1538227,0.6600088,3.7913845
0.48132873,-0.15568535,2.6547246
0.24787372,-0.46177757,5.614358
0.5274195,-0.6084868,3.2864988
-0.46724164,-0.20124975,3.5905154
0.60897267,-0.025985433,1.8482548
0.2656312,0.5856589,2.5681906
0.762029,-1.2137946,5.3602333
-0.24335165,-0.85828656,5.4023066
0.40513107,-0.22810218,2.1391718
0.78137046,0.64730555,4.7163463
0.39774558,0.05607123,2.9867513
0.57924783,-0.73103225,0.11383216
1.4120581,-0.42814565,2.8841255
1.1958735,0.10991023,3.7314372
0.26746064,0.5923336,2.7296913
0.3961816,-0.0061172904,2.1949356
-0.8043745,-0.36459935,4.549957
0.13986096,-0.47158086,1.510976
-0.45667276,0.06164619,1.9390649
0.43977743,-0.09006787,2.7860754
0.913597,-0.47585133,0.2766697
-0.3301365,-0.5271335,4.489955
1.4571952,-0.59634167,2.7133255
0.74235326,1.0264479,1.4599445
-0.9442094,0.012441358,4.0063376
0.73917544,0.68586767,4.7403307
-0.51770234,1.1216084,5.4532065
-0.48413032,-0.6959525,1.9840289
0.60966057,0.9437422,1.6892878
0.38703674,0.21517724,0.15996881
-0.78065604,0.18416959,0.9706578
-0.011578504,0.6409373,6.2608595
-0.5440475,0.13805068,3.2761056
0.64627,0.010800844,1.470021
-0.69862205,0.678288,3.1359468
0.25657454,-1.1086581,2.4139667
-0.14689577,-0.63976604,2.8030062
-0.10574064,1.4129813,1.7346125
0.14576745,-0.506463,5.4924054
0.9092118,0.537598,4.3421555
-0.12570582,0.49079683,0.4732679
0.4231063,0.08275282,0.08815896
-0.70526165,0.6481979,3.2611616
-0.19471577,0.5129906,4.3716526
1.0748411,0.9002828,3.9330935
-0.6204484,-0.38480046,1.8203608
-0.38984728,0.3225459,1.4172908
0.11718927,0.44621137,0.9899925
0.26378688,-0.3371622,4.904931
0.0071289046,1.0995891,2.3840733
1.159368,-0.2533613,0.3211971
0.38125008,-0.06630941,2.5878868
-0.2741066,0.22130123,2.1856196
0.58626837,-0.88706136,2.9046488
-0.70779425,1.0572844,2.5699909
-0.31823137,0.29654688,1.6699224
0.5860123,-1.2832737,5.3638506
0.4197201,0.54129326,5.3805118
0.49047503,-0.4596883,0.67006874
-0.81223345,0.8916581,5.860297
-0.36335215,0.36294296,5.269356
-0.6294178,-0.13174163,1.6749291
-0.642693,-0.40432602,5.1408305
-0.5197789,-0.37160948,5.3914533
-0.6396543,1.3721439,5.0982375
-0.35514504,1.3873426,5.0717797
0.16925508,-1.5198886,4.7220726
-0.35587472,-0.57798743,2.2414677
-0.48369947,0.11587519,1.5612988
0.29932672,0.60284036,5.6369047
-0.48676687,-0.6736586,5.380444
-0.64173543,0.40582266,0.50254726
0.41063157,-0.36048478,4.2452936
0.17750801,0.86202496,2.1395726
1.48303,-0.4499054,5.8626246
0.52631396,0.13630916,1.6434331
-1.0676764,0.30843073,0.4136258
-0.27006552,0.28181475,5.3735027
-0.61992955,-0.2562049,1.6446028
0.5453114,0.17597444,1.9015322
0.1660237,0.36592865,0.2105692
1.0285014,-0.08637432,0.60433674
0.22700599,0.89364225,2.2525837
